ParentUSI,Verification,PersonalTitlePrefix,FirstName,MiddleName,LastSurname,GenerationCodeSuffix,MaidenName,Sex
900404,Baptismal or church certificate,Mr,Johnny,Ray,Meyer,Jr,,Male
900405,Entry in family Bible,Mr,Zachary,William,Howe,,,Male
900406,Immigration document/visa,Ms,Berta,Alta,Williamson,,,Female
900407,Parents affidavit,Ms,Corrine,Frieda,Whitley,,,Female
900408,Immigration document/visa,Ms,Maureen,Carlene,Hayden,,,Female
900409,Passport,Mr,Elmer,Calvin,Holland,,,Male
900410,Passport,Ms,Karen,Emily,Mcpherson,,,Female
900411,Other official document,Mr,Cory,Zachary,Reynolds,,,Male
900412,Hospital certificate,Ms,Lakisha,Harriett,Gonzales,Jr,,Female
900413,Entry in family Bible,Mr,Eugene,Terrance,Mcguire,,,Male
900414,Other non-official document,Ms,Ina,Keisha,Mullen,,,Female
900415,Life insurance policy,Mr,Ivan,Henry,Gilliam,,,Male
900416,Baptismal or church certificate,Mr,Andy,Darren,Herman,,,Male
900417,Other non-official document,Mr,Patrick,Nathaniel,Zamora,,,Male
900418,Baptismal or church certificate,Ms,Elvia,Jewel,Cruz,,,Female
900419,Parents affidavit,Ms,Lela,Tracey,Underwood,,,Female
900420,State-issued ID,Ms,Tabitha,Leola,Robbins,Jr,,Female
900421,Life insurance policy,Ms,Twila,Frieda,Green,Jr,,Female
900422,Immigration document/visa,Mr,Gregory,Russell,Riddle,,,Male
900423,State-issued ID,Mr,Nicholas,Christopher,Hopper,,,Male
900424,Previously verified school records,Mr,Mark,Jessie,Foreman,,,Male
900425,Physicians certificate,Ms,Amalia,Noemi,Wise,Jr,,Female
900426,Immigration document/visa,Ms,Jodie,Maricela,Suarez,,,Female
900427,Baptismal or church certificate,Mr,Salvador,Francisco,Fisher,,,Male
900428,Entry in family Bible,Mr,Kenneth,Kirk,Blair,,,Male
900429,Physicians certificate,Ms,Ericka,Lourdes,Reilly,,,Female
900430,State-issued ID,Mr,Kyle,Bradley,Mullins,Jr,,Male
900431,Birth certificate,Ms,Myrtle,Lana,Santana,Jr,,Female
900432,Entry in family Bible,Mr,Jessie,Bruce,Lamb,Jr,,Male
900433,Life insurance policy,Ms,Marian,Louella,Harrison,,,Female
900434,Entry in family Bible,Ms,Faith,Leigh,Alford,,,Female
900435,Other,Ms,Twila,Clarissa,Mcfarland,,,Female
900436,Other official document,Mr,Raymond,Zachary,Knox,,,Male
900437,Other official document,Ms,Lora,Bridgett,Mathis,,,Female
900438,Other,Mr,Andy,Kelly,Lott,Jr,,Male
900439,Other non-official document,Ms,Jacklyn,Leigh,Willis,,,Female
900440,State-issued ID,Mr,Harvey,Wallace,Mills,,,Male
900441,Other official document,Ms,Katina,Sharon,Nash,Jr,,Female
900442,Other official document,Ms,Jocelyn,Robyn,Wilkerson,Jr,,Female
900443,Physicians certificate,Ms,Cara,Nina,Garza,,,Female
900444,State-issued ID,Mr,Lawrence,Kirk,Thompson,,,Male
900445,Parents affidavit,Ms,Maria,Sondra,Oconnor,,,Female
900446,Baptismal or church certificate,Mr,Walter,Ryan,Carson,,,Male
900447,Previously verified school records,Ms,Dominique,Earlene,Oliver,,,Female
900448,Hospital certificate,Mr,Paul,Wayne,Foreman,,,Male
900449,Previously verified school records,Mr,Ronald,Gabriel,Galloway,,,Male
900450,Other official document,Ms,Ora,Martha,Cannon,,,Female
900451,Baptismal or church certificate,Mr,Alvin,Craig,Mcdaniel,Jr,,Male
900452,Baptismal or church certificate,Ms,Daisy,Penelope,Cole,,,Female
900453,Baptismal or church certificate,Ms,Lily,Kelly,Cote,Jr,,Female
900454,Hospital certificate,Mr,Jimmy,Travis,Brennan,,,Male
900455,Immigration document/visa,Ms,Molly,Kathy,Cantrell,Jr,,Female
900456,Passport,Ms,Lorene,Sherry,Francis,,,Female
900457,Other official document,Mr,Lonnie,Javier,Knight,,,Male
900458,Parents affidavit,Ms,Beatriz,Ruthie,Avery,,,Female
900459,Baptismal or church certificate,Mr,Mitchell,Dave,Garrett,,,Male
900460,Physicians certificate,Ms,Colleen,Barbra,Rich,,,Female
900461,Other official document,Mr,Bryan,Justin,Griffith,,,Male
900462,Hospital certificate,Ms,Imogene,Saundra,Moore,,,Female
900463,Life insurance policy,Ms,Natalia,Gina,Holder,Jr,,Female
900464,State-issued ID,Mr,Russell,Dennis,Brock,,,Male
900465,Birth certificate,Ms,Jasmine,Mamie,Albert,Jr,,Female
900466,Other non-official document,Mr,Gabriel,Daryl,Compton,,,Male
900467,Other official document,Ms,Gracie,Jaclyn,Mercado,Jr,,Female
900468,Other,Mr,Leslie,Jon,Peck,,,Male
900469,Baptismal or church certificate,Ms,Ursula,Sonia,Sanford,,,Female
900470,Other non-official document,Mr,Clifford,Troy,Shaw,,,Male
900471,Other non-official document,Ms,Jeannie,Faye,Jefferson,,,Female
900472,Baptismal or church certificate,Mr,Marshall,Floyd,Harrell,,,Male
900473,State-issued ID,Ms,Adrienne,Antonia,Nelson,Jr,,Female
900474,State-issued ID,Ms,Kimberley,Margo,Cole,Jr,,Female
900475,Other non-official document,Ms,Brandi,Marian,Shaffer,,,Female
900476,Other non-official document,Ms,Katelyn,Brittney,Albert,,,Female
900477,Hospital certificate,Mr,Mark,Nelson,Oconnor,,,Male
900478,Immigration document/visa,Mr,Ralph,Dean,Hughes,Jr,,Male
900479,Other official document,Ms,Candace,Lana,Coleman,,,Female
900480,Physicians certificate,Mr,Edgar,Charlie,Hood,,,Male
900481,Baptismal or church certificate,Ms,Corinne,Rosa,Pugh,Jr,,Female
900482,Baptismal or church certificate,Mr,Howard,Shane,York,,,Male
900483,State-issued ID,Ms,April,Kaye,Bowen,,,Female
900484,Parents affidavit,Ms,Katie,Jeannie,Hawkins,Jr,,Female
900485,Life insurance policy,Mr,Stephen,Jonathan,Long,,,Male
900486,Other,Ms,Victoria,Leann,Mosley,Jr,,Female
900487,Baptismal or church certificate,Ms,Camille,Florence,Alvarado,Jr,,Female
900488,Immigration document/visa,Mr,Bobby,Tracy,Foster,,,Male
900489,Life insurance policy,Ms,Lucille,Tricia,Irwin,,,Female
900490,Hospital certificate,Mr,Sergio,Joseph,Flynn,,,Male
900491,Parents affidavit,Ms,Mildred,Tania,Fulton,Jr,,Female
900492,Baptismal or church certificate,Mr,Jordan,Antonio,Turner,Jr,,Male
900493,Passport,Mr,Casey,Christian,Sears,,,Male
900494,Immigration document/visa,Ms,Vicki,Angelica,Chan,,,Female
900495,Physicians certificate,Ms,Alissa,Geneva,Jensen,,,Female
900496,Parents affidavit,Ms,Cora,Lakeisha,Lee,,,Female
900497,Parents affidavit,Mr,Jesse,Luis,Knight,Jr,,Male
900498,Hospital certificate,Ms,Brandy,Karin,Floyd,,,Female
900499,Passport,Mr,Matthew,Bernard,Beck,,,Male
900500,Physicians certificate,Ms,Juanita,Judith,Watkins,,,Female
900501,Immigration document/visa,Mr,Lee,Marcus,Baker,,,Male
900502,Physicians certificate,Ms,Freida,Carolyn,Craft,Jr,,Female
900503,State-issued ID,Ms,Natasha,Francine,Hines,,,Female
900504,Hospital certificate,Ms,Pam,Kerry,Faulkner,,,Female
900505,Baptismal or church certificate,Ms,Laura,Brigitte,Puckett,,,Female
900506,Immigration document/visa,Mr,Jack,Jeremy,Wells,,,Male
900507,State-issued ID,Ms,Patty,Molly,Bradshaw,Jr,,Female
900508,Passport,Mr,Sean,Keith,Molina,,,Male
900509,Previously verified school records,Ms,Earnestine,Bobbi,Fowler,,,Female
900510,State-issued ID,Mr,Lewis,Marc,Collins,Jr,,Male
900511,Hospital certificate,Mr,Roland,Gordon,Cobb,Jr,,Male
900512,Baptismal or church certificate,Ms,Terra,Tonia,Herring,,,Female
900513,Baptismal or church certificate,Mr,Danny,Jimmy,Jordan,,,Male
900514,Immigration document/visa,Ms,Ollie,Natalia,Jenkins,,,Female
900515,Physicians certificate,Mr,Douglas,Norman,Mckee,,,Male
900516,Birth certificate,Ms,Effie,Lucille,Vargas,,,Female
900517,Parents affidavit,Mr,Marshall,Duane,Cortez,,,Male
900518,Other,Ms,Josefina,Maricela,Norman,,,Female
900519,Parents affidavit,Ms,Mari,Kimberley,Chandler,,,Female
900520,Entry in family Bible,Mr,Nicholas,Eduardo,Rocha,,,Male
900521,Physicians certificate,Ms,Melisa,Lourdes,Farley,Jr,,Female
900522,Baptismal or church certificate,Mr,Don,Hector,Gibson,,,Male
900523,Previously verified school records,Mr,Maurice,Chester,Campbell,,,Male
900524,Immigration document/visa,Ms,Gwendolyn,Trudy,Cooper,,,Female
900525,Birth certificate,Ms,Vickie,Myra,Boone,,,Female
900526,Other,Mr,Larry,Rafael,Merrill,Jr,,Male
900527,Previously verified school records,Ms,Trisha,Bettye,Kaufman,,,Female
900528,State-issued ID,Mr,Dustin,Jeffrey,Stevens,,,Male
900529,Other,Ms,Lorene,Ruth,Valdez,,,Female
900530,Baptismal or church certificate,Mr,Melvin,Antonio,Bates,,,Male
900531,Life insurance policy,Ms,Megan,Teresa,Robbins,,,Female
900532,Other,Ms,Corrine,Annabelle,Joseph,Jr,,Female
900533,Baptismal or church certificate,Mr,Edgar,Lonnie,Wheeler,,,Male
900534,Other,Ms,Maricela,Dena,Daugherty,Jr,,Female
900535,Other,Mr,Cecil,Aaron,Duffy,,,Male
900536,Life insurance policy,Ms,Elisa,Marian,Ramos,,,Female
900537,Previously verified school records,Mr,Alan,Francis,Reeves,,,Male
900538,Other,Mr,Casey,Harold,Johnston,,,Male
900539,Life insurance policy,Mr,Roland,Leslie,Richardson,,,Male
900540,Life insurance policy,Mr,Leo,Jerry,Jenkins,,,Male
900541,Other,Mr,Kevin,Tony,Frank,,,Male
900542,Parents affidavit,Mr,Duane,Ross,Torres,,,Male
900543,Parents affidavit,Ms,Rosalind,Marisol,Mejia,,,Female
900544,Other non-official document,Mr,Juan,Chris,Wilder,,,Male
900545,Birth certificate,Mr,Manuel,Lonnie,Lang,,,Male
900546,Immigration document/visa,Ms,Lelia,Elisabeth,Russo,,,Female
900547,State-issued ID,Ms,Carmella,Kristine,Davis,,,Female
900548,Birth certificate,Mr,Ruben,Clifton,Jackson,,,Male
900549,Hospital certificate,Ms,Kathie,Freda,Stephenson,,,Female
900550,Physicians certificate,Ms,Mindy,Ladonna,Gilmore,,,Female
900551,Baptismal or church certificate,Ms,Wendi,Consuelo,Fitzgerald,Jr,,Female
900552,Passport,Ms,Sheryl,Patricia,Fulton,,,Female
900553,Other official document,Mr,Mario,Nathan,Golden,,,Male
900554,Other official document,Ms,Esmeralda,Jessica,Dillon,,,Female
900555,Baptismal or church certificate,Mr,Martin,Kent,Chan,,,Male
900556,Parents affidavit,Ms,Tameka,Jackie,Welch,,,Female
900557,Entry in family Bible,Mr,Leo,Shawn,Palmer,,,Male
900558,Baptismal or church certificate,Ms,Paulette,Abigail,Savage,Jr,,Female
900559,Immigration document/visa,Mr,Jack,Todd,Terry,,,Male
900560,Birth certificate,Ms,Grace,Greta,Hood,Jr,,Female
900561,Entry in family Bible,Ms,Lottie,Lizzie,Dunlap,,,Female
900562,Other official document,Mr,Frederick,Peter,Foley,,,Male
900563,Parents affidavit,Ms,Alisha,Monica,Murray,,,Female
900564,Baptismal or church certificate,Ms,Lottie,Sherrie,Tran,Jr,,Female
900565,Other non-official document,Mr,Lee,Reginald,Stein,,,Male
900566,Parents affidavit,Ms,Jerry,Victoria,Munoz,Jr,,Female
900567,Other,Mr,Seth,Frederick,Bennett,,,Male
900568,Physicians certificate,Ms,Dominique,Myra,Evans,,,Female
900569,State-issued ID,Ms,Petra,Liliana,Lowery,,,Female
900570,Life insurance policy,Mr,Gordon,Gabriel,Bolton,,,Male
900571,Previously verified school records,Ms,Claudia,April,Woods,,,Female
900572,State-issued ID,Ms,Beverly,Joan,Murphy,,,Female
900573,Baptismal or church certificate,Mr,Jesse,Felix,Langley,,,Male
900574,Immigration document/visa,Ms,Terra,Liliana,Roberts,Jr,,Female
900575,Parents affidavit,Mr,Jacob,Tyler,Newman,,,Male
900576,Previously verified school records,Ms,Twila,Peggy,Sims,,,Female
900577,State-issued ID,Mr,Christopher,Arthur,Mcpherson,,,Male
900578,Other,Ms,Sheryl,Nona,Kirby,,,Female
900579,Birth certificate,Mr,Louis,Wade,Mckay,,,Male
900580,Other official document,Ms,Amparo,Brooke,Henderson,,,Female
900581,Immigration document/visa,Mr,Danny,Jay,Luna,,,Male
900582,Other,Ms,Delores,Susana,Albert,,,Female
900583,Parents affidavit,Mr,Lee,Terrence,Decker,,,Male
900584,Birth certificate,Ms,Bertha,Concepcion,Vance,,,Female
900585,Life insurance policy,Mr,Clinton,Nathaniel,Tillman,,,Male
900586,Birth certificate,Mr,Tracy,Darrell,Estes,Jr,,Male
900587,Baptismal or church certificate,Ms,Elinor,Nikki,Schneider,,,Female
900588,Baptismal or church certificate,Ms,Ann,Lakeisha,Goodman,Jr,,Female
900589,Baptismal or church certificate,Mr,Johnnie,Vernon,Bates,Jr,,Male
900590,State-issued ID,Ms,Autumn,Joan,Talley,Jr,,Female
900591,Entry in family Bible,Mr,Kevin,Clayton,Nelson,,,Male
900592,Other official document,Ms,Kerri,Frankie,Poole,,,Female
900593,Other non-official document,Mr,Gregory,Terry,Terry,Jr,,Male
900594,Baptismal or church certificate,Mr,Lester,Max,Wolfe,Jr,,Male
900595,Baptismal or church certificate,Ms,Margret,Nikki,Herman,,,Female
900596,Other,Mr,Hugh,Richard,Jacobson,,,Male
900597,Baptismal or church certificate,Ms,Cheryl,Francis,Battle,Jr,,Female
900598,Baptismal or church certificate,Mr,Craig,Mitchell,Henderson,,,Male
900599,State-issued ID,Ms,Diann,Aurora,Castro,Jr,,Female
900600,Passport,Mr,Norman,Erik,Horn,,,Male
900601,Birth certificate,Ms,Edna,Lee,Nicholson,,,Female
900602,Physicians certificate,Mr,Everett,Ken,Mathews,Jr,,Male
900603,Passport,Ms,Katelyn,Patrice,Dunlap,,,Female
900604,Life insurance policy,Mr,Gene,Ivan,Wheeler,,,Male
900605,Immigration document/visa,Ms,Gale,Coleen,Mullins,,,Female
900606,Baptismal or church certificate,Ms,Florence,Kenya,Young,,,Female
900607,State-issued ID,Mr,Lester,Cody,Ashley,Jr,,Male
900608,Baptismal or church certificate,Ms,Rosella,Reva,Mcclain,,,Female
900609,Life insurance policy,Mr,Alvin,Martin,Lyons,,,Male
900610,Immigration document/visa,Mr,Jeff,Nathaniel,Christian,,,Male
900611,Hospital certificate,Ms,Mai,Andrea,Boyer,Jr,,Female
900612,Baptismal or church certificate,Mr,Randy,Victor,Chan,Jr,,Male
900613,Other official document,Mr,Ernest,Bradley,Lara,Jr,,Male
900614,Entry in family Bible,Ms,Kelley,Keri,Hoffman,,,Female
900615,Other,Mr,Neil,Jay,Bush,Jr,,Male
900616,State-issued ID,Ms,Leila,Corinne,Gregory,Jr,,Female
900617,Entry in family Bible,Ms,Genevieve,Becky,Waters,,,Female
900618,Other,Mr,Larry,Rick,Noble,,,Male
900619,Passport,Ms,Suzanne,Aida,Jarvis,,,Female
900620,Baptismal or church certificate,Mr,Edwin,Justin,Gibson,,,Male
900621,Birth certificate,Ms,Marisol,Jeanine,Cash,,,Female
900622,Life insurance policy,Mr,Jeffery,Jose,Bullock,,,Male
900623,Parents affidavit,Ms,Nannie,Jami,Clements,,,Female
900624,Immigration document/visa,Ms,Ellen,Angelique,Romero,Jr,,Female
900625,Previously verified school records,Mr,Stephen,Lonnie,Conley,Jr,,Male
900626,Baptismal or church certificate,Mr,Angel,Jaime,Campbell,,,Male
900627,Physicians certificate,Mr,Stephen,Richard,Zamora,,,Male
900628,Other non-official document,Ms,Brandie,Gabriela,Mejia,,,Female
900629,Entry in family Bible,Ms,Jill,Emilia,Day,,,Female
900630,Life insurance policy,Mr,Leslie,Juan,Mcgee,,,Male
900631,Immigration document/visa,Ms,Eva,Sue,Beard,,,Female
900632,Other non-official document,Mr,Daryl,Russell,Tate,,,Male
900633,Life insurance policy,Mr,Willard,Henry,Riddle,,,Male
900634,Other official document,Ms,Socorro,Lucile,Reilly,,,Female
900635,State-issued ID,Mr,Brian,Ricky,Rivers,,,Male
900636,Baptismal or church certificate,Ms,Lynne,Lila,Keith,,,Female
900637,Previously verified school records,Mr,Willie,Jaime,Humphrey,,,Male
900638,Birth certificate,Mr,Steve,Brandon,Herrera,,,Male
900639,Physicians certificate,Ms,Lenore,Francine,Lewis,,,Female
900640,Hospital certificate,Mr,Ruben,Jon,Sargent,Jr,,Male
900641,Baptismal or church certificate,Mr,Floyd,Jason,Johns,,,Male
900642,Previously verified school records,Ms,Freda,Jean,Murray,,,Female
900643,Hospital certificate,Mr,Norman,Alberto,Stuart,,,Male
900644,Other,Ms,Kristy,Vickie,Reed,Jr,,Female
900645,Hospital certificate,Mr,Andy,Norman,Ingram,,,Male
900646,Baptismal or church certificate,Ms,Lorrie,Amie,Larson,Jr,,Female
900647,Passport,Ms,Latasha,Nora,Fletcher,Jr,,Female
900648,Baptismal or church certificate,Ms,Lolita,Billie,Herring,,,Female
900649,Baptismal or church certificate,Ms,Deanna,Leslie,Wiley,Jr,,Female
900650,Previously verified school records,Mr,Morris,Steven,Strickland,Jr,,Male
900651,Immigration document/visa,Ms,Leanne,Erika,Doyle,,,Female
900652,Life insurance policy,Ms,Josefa,Adrienne,Haynes,,,Female
900653,Entry in family Bible,Mr,Ralph,Harvey,Moran,,,Male
900654,Other official document,Mr,Miguel,Willard,Gamble,,,Male
900655,Baptismal or church certificate,Ms,Serena,Gina,Le,,,Female
900656,State-issued ID,Mr,Alfred,Bruce,Perry,,,Male
900657,Previously verified school records,Ms,Genevieve,Danielle,Nixon,Jr,,Female
900658,Baptismal or church certificate,Mr,Randy,John,Moore,,,Male
900659,Other official document,Mr,Randall,Brandon,Castillo,,,Male
900660,Parents affidavit,Ms,Marci,Clarice,Baird,,,Female
900661,Baptismal or church certificate,Ms,Tracey,Pat,Tate,,,Female
900662,Baptismal or church certificate,Mr,Alfredo,Jerry,Hubbard,,,Male
900663,Other,Mr,Ricky,Jessie,Estes,,,Male
900664,State-issued ID,Ms,Caroline,Blanche,Peters,,,Female
900665,Hospital certificate,Mr,Justin,Benjamin,Garrett,Jr,,Male
900666,Immigration document/visa,Mr,Darrell,Darren,Skinner,,,Male
900667,Hospital certificate,Ms,Antoinette,Lela,Mercer,,,Female
900668,Birth certificate,Mr,Dwayne,Jeffery,Cortez,,,Male
900669,Entry in family Bible,Ms,Sonia,Natasha,Hicks,Jr,,Female
900670,Physicians certificate,Ms,Penny,Adela,Mays,,,Female
900671,Birth certificate,Mr,Angel,Nathan,Schroeder,Jr,,Male
900672,Other non-official document,Mr,Edwin,Larry,Yang,,,Male
900673,Parents affidavit,Ms,Clare,Helga,Riddle,,,Female
900674,Immigration document/visa,Mr,Lonnie,Louis,Schroeder,,,Male
900675,Other official document,Ms,Nancy,Emma,Gonzales,,,Female
900676,Immigration document/visa,Mr,Sidney,Cory,Rowe,,,Male
900677,Parents affidavit,Ms,Autumn,Shawn,Duke,,,Female
900678,Hospital certificate,Mr,Casey,Alexander,Zamora,,,Male
900679,Other non-official document,Ms,Sasha,Pearlie,Mcknight,Jr,,Female
900680,Other official document,Ms,Toni,Fran,Rosario,,,Female
900681,Previously verified school records,Ms,Carlene,Beatrice,Haynes,,,Female
900682,Life insurance policy,Mr,Roy,Clifford,Morrow,Jr,,Male
900683,Immigration document/visa,Ms,Mia,Loretta,Herman,,,Female
900684,State-issued ID,Mr,Chad,Clinton,Stokes,Jr,,Male
900685,Life insurance policy,Ms,Lorie,Taylor,Mckinney,Jr,,Female
900686,Passport,Mr,Alberto,Herbert,Cleveland,,,Male
900687,Baptismal or church certificate,Ms,Lorraine,Fanny,Ballard,,,Female
900688,Other non-official document,Ms,Harriett,Deana,Hicks,Jr,,Female
900689,Passport,Mr,Chris,Rodney,Harding,,,Male
900690,State-issued ID,Mr,Travis,Joel,Wiggins,,,Male
900691,Life insurance policy,Ms,Jacquelyn,Marissa,Kennedy,,,Female
900692,Baptismal or church certificate,Ms,Constance,Cristina,Cooke,Jr,,Female
900693,Physicians certificate,Ms,Megan,Cristina,Walsh,,,Female
900694,Physicians certificate,Mr,David,Lawrence,Reed,,,Male
900695,Passport,Mr,Bob,Alvin,Haley,,,Male
900696,Other non-official document,Ms,Joyce,Judith,Ramos,Jr,,Female
900697,Baptismal or church certificate,Mr,Mario,Derek,Blankenship,,,Male
900698,Baptismal or church certificate,Ms,Kaitlin,Aurora,Ferrell,,,Female
900699,Life insurance policy,Mr,Guy,Derrick,Simon,,,Male
900700,Baptismal or church certificate,Ms,Carey,Gina,Cherry,Jr,,Female
900701,Baptismal or church certificate,Mr,Travis,Fernando,Allen,Jr,,Male
900702,State-issued ID,Ms,Patsy,Irene,Beck,,,Female
900703,Passport,Mr,Roy,Willie,Nolan,Jr,,Male
900704,Hospital certificate,Ms,Lakeisha,Vicki,Castro,,,Female
900705,Other,Mr,Scott,George,Singleton,,,Male
900706,Life insurance policy,Mr,Sidney,Lance,Riley,Jr,,Male
900707,Immigration document/visa,Mr,Michael,Andy,Perry,Jr,,Male
900708,Birth certificate,Mr,Cory,Greg,Torres,,,Male
900709,Baptismal or church certificate,Mr,Dale,Luis,Jensen,,,Male
900710,Hospital certificate,Ms,Ida,Michael,Burt,Jr,,Female
900711,Birth certificate,Mr,Elmer,Morris,Gonzalez,,,Male
900712,Parents affidavit,Ms,Jayne,Kara,Mckenzie,,,Female
900713,Life insurance policy,Ms,Amanda,Dawn,Mccarty,,,Female
900714,Other,Mr,Wade,Sidney,Walls,,,Male
900715,State-issued ID,Ms,Lorna,Cora,Lawson,Jr,,Female
900716,Hospital certificate,Mr,Edwin,Claude,Christensen,,,Male
900717,Birth certificate,Ms,Jana,Rosella,Ingram,,,Female
900718,Hospital certificate,Mr,Angel,Jamie,Clements,Jr,,Male
900719,Passport,Ms,Kari,Sheena,Weber,Jr,,Female
900720,Other non-official document,Mr,Phillip,Marshall,Hart,,,Male
900721,Birth certificate,Ms,Lupe,Muriel,Bryant,Jr,,Female
900722,Entry in family Bible,Ms,Evangelina,Cecilia,West,,,Female
900723,Birth certificate,Mr,Leslie,Sergio,Beasley,,,Male
900724,Passport,Mr,Randall,Dennis,Peck,,,Male
900725,Previously verified school records,Mr,Alfred,James,Elliott,,,Male
900726,Life insurance policy,Ms,Gloria,Jana,Carter,Jr,,Female
900727,Baptismal or church certificate,Mr,Steven,Marshall,Horton,,,Male
900728,Hospital certificate,Ms,Celia,Lena,Lang,,,Female
900729,State-issued ID,Ms,Marci,Ola,Frye,,,Female
900730,Life insurance policy,Mr,Jeremy,Virgil,Holt,,,Male
900731,Baptismal or church certificate,Ms,Anne,Flossie,Hansen,Jr,,Female
900732,Previously verified school records,Mr,Terrance,Oscar,Humphrey,,,Male
900733,Immigration document/visa,Ms,Jessica,Ruth,Garcia,Jr,,Female
